Id,UserId
4611,2347
4615,1790
4617,1790
4625,712
4631,278
4637,34
4644,122
4645,2274
4652,1474
4656,940
4659,1474
4665,1813
4670,134
4672,134
4681,2297
4683,552
4685,560
4686,2297
4690,2297
4696,11
4700,607
4705,61
4713,100
4718,4
4722,2242
4723,866
4728,15
4729,855
4730,666
4732,92
4734,2397
4739,855
4740,1789
4745,855
4749,1013
4752,389
4755,30522
4755,2329
4764,2238
4766,2405
4769,47
4772,1929
4775,1929
4776,1254
4780,1512
4780,1204
4780,1093
4781,1905
4783,1905
4808,2026
4818,2325
4825,2026
4853,14712
4853,147
4853,2449
4857,2461
4862,1777
4862,147
4871,656
4873,389
4875,1209
4877,2449
4883,2004
4885,2274
4892,31260
4892,55
4892,2439
4893,2449
4895,841
4896,855
4898,389
4905,1996
4905,1929
4907,855
4912,1254
4918,2238
4919,855
4923,905
4924,47
4927,2296
4928,389
4929,2467
4939,2471
4955,897
4964,2314
4973,2489
4974,2487
4979,1865
4996,2489
4996,36006
4999,2504
5008,2489
5012,2489
5013,2489
5017,2489
5018,2509
5021,6
5026,38
5033,38
5035,226
5054,2534
5059,6
5061,464
5063,1609
5064,2471
5064,2347
5067,1996
5067,2534
5075,189
5076,356
5077,83
5082,2548
5084,2528
5087,2217
5088,34
5091,2554
5092,156
5108,666
5109,666
5125,841
5127,2063
5128,1767
5137,666
5139,666
5149,1865
5149,30522
5155,841
5159,607
5162,607
5164,2528
5174,2509
5179,30522
5179,2509
5199,2305
5203,38625
5203,2305
5204,38625
5204,2300
5219,2182
5228,935
5229,83
5234,6
5238,1301
5239,2620
5243,897
5247,2528
5250,2626
5255,2554
5258,2643
5260,542
5261,2448
5262,666
5266,1384
5280,1254
5292,2671
5303,2734
5305,2757
5310,2238
5311,841
5314,2135
5324,2397
5335,1790
5346,1790
5355,287
5361,47
5367,2509
5374,2829
5375,2671
5376,666
5377,2439
5379,2835
5381,2313
5387,2840
5389,2840
5390,2449
5391,348
5408,2439
5410,2849
5411,66
5414,2142
5417,935
5418,855
5419,2671
5420,2300
5422,855
5423,2851
5425,67
5428,37340
5428,935
5429,37340
5429,348
5430,37340
5430,61
5431,902
5432,2863
5433,73
5444,1474
5447,108
5454,2874
5458,2874
5458,37340
5469,54308
5469,62355
5470,2874
5470,34841
5470,54308
5471,2888
5478,2816
5478,37340
5479,2892
5480,2893
5482,54308
5482,2297
5483,2896
5487,54308
5487,2902
5488,54308
5488,2892
5491,54308
5491,562
5495,2917
5496,2918
5498,2917
5501,2380
5502,2359
5504,2927
5510,2902
5511,37340
5511,1454
5512,2937
5515,2928
5515,54308
5519,54308
5519,2940
5520,2115
5522,34
5526,1476
5527,1476
5533,2954
5534,1476
5535,1043
5539,2928
5544,587
5547,54308
5547,2960
5550,1929
5551,2951
5552,1073
5553,54308
5553,2975
5558,356
5561,221
5568,144
5570,37340
5570,2051
5575,31290
5575,841
5576,3704
5578,2955
5584,2983
5585,42
5585,37340
5586,2983
5591,38
5599,1306
5599,53019
5599,25476
5599,4
5604,2587
5606,42
5607,855
5612,17
5614,987
5616,591
5616,2274
5619,1554
5620,688
5622,849
5625,3054
5628,1384
5633,226
5637,679
5639,1254
5647,88
5663,54308
5663,2344
5667,1204
5669,591
5669,897
5671,2296
5672,607
5675,3096
5676,591
5676,235
5680,235
5681,2942
5682,2429
5692,3111
5693,935
5696,1554
5700,311
5707,3124
5714,987
5716,63
5717,3128
5723,2210
5728,1973
5729,935
5730,841
5732,45866
5732,2026
5733,2509
5734,1791
5736,902
5740,3138
5742,54308
5742,3138
5743,3138
5743,37340
5744,3138
5745,3138
5746,3143
5747,2528
5750,935
5753,1236
5759,1935
5761,694
5762,1240
5763,29
5764,2528
5768,1865
5769,2073
5771,1325
5772,2638
5777,1345
5781,2671
5786,471
5790,145
5790,389
5792,1865
5800,221
5806,54308
5806,1474
5808,2696
5810,2617
5816,2397
5820,3138
5836,3138
5846,3183
5849,3191
5857,2406
5866,2725
5899,2449
5902,1921
5906,919
5908,3223
5910,464
5912,1254
5915,2063
5918,1521
5919,542
5922,25936
5922,855
5927,165
5928,3073
5931,464
5933,153
5936,25936
5936,1223
5958,3010
5959,3231
5963,1204
5967,2509
5967,25936
5971,607
5971,24157
5971,1204
5975,2439
5976,1767
5977,3240
5979,1539
5980,1571
5987,841
5991,2849
5993,2654
5995,1254
5997,1254
6000,2918
6001,935
6002,136
6003,112
6004,1789
6006,1013
6007,1343
6008,464
6011,2274
6012,2210
6016,679
6018,386
6019,935
6020,657
6022,1204
6025,3260
6026,226
6033,3262
6034,3125
6037,2188
6038,607
6041,1973
6043,1973
6044,3103
6046,3125
6048,145
6049,103
6052,2654
6058,1204
6059,3010
6064,1093
6065,855
6075,1476
6079,3249
6094,3271
6095,841
6105,2051
6127,2743
6139,2314
6141,1325
6152,3278
6154,2509
6155,2509
6156,66
6170,1554
6174,66
6175,3270
6175,1792
6176,3270
6176,1792
6181,148
6182,1360
6195,500
6197,307
6199,902
6210,73
6230,2397
6234,1476
6244,133
6256,666
6259,1732
6261,221
6263,47
6264,101
6266,2380
6269,3329
6270,101
6272,1996
6272,1476
6272,1204
6273,101
6276,1929
6277,1521
6278,31260
6278,3287
6282,456
6283,1130
6285,855
6288,1928
6291,855
6296,1254
6303,3340
6303,158890
6303,56093
6305,1525
6315,3073
6316,1668
6319,855
6320,3092
6322,389
6323,3073
6325,552
6326,2654
6328,389
6330,1572
6332,2344
6337,221
6339,855
6366,3140
6377,3363
6378,1935
6384,3363
6388,281
6393,8775
6393,1554
6399,148
6400,1343
6402,657
6403,281
6404,3073
6405,281
6406,281
6407,18
6408,672
6411,18
6414,1791
6416,1476
6420,285
6421,285
6422,3226
6423,3073
6427,3368
6437,2528
6438,2182
6441,3267
6446,2344
6450,2344
6452,3267
6459,3267
6459,226
6464,2296
6473,61
6473,16535
6477,915
6479,855
6484,66
6485,2509
6488,66
6490,16535
6490,2835
6492,2210
6495,631
6500,16535
6500,2439
6501,1345
6502,16535
6502,2274
6504,1767
6504,16535
6520,39006
6520,1285
6536,3386
6538,464
6544,935
6548,897
6553,1865
6561,2545
6567,3396
6570,705
6576,1020
6580,221
6586,3314
6589,55
6590,1476
6598,2297
6605,87
6607,64
6608,1721
6609,3404
6609,37340
6610,3404
6612,672
6613,3407
6614,1571
6616,2210
6617,2917
6621,285
6623,2180
6624,285
6630,935
6635,855
6636,12
6643,2509
6647,55
6654,3414
6655,2366
6659,42
6661,42
6668,3416
6669,221
6672,987
6673,2528
6678,136
6680,2296
6682,11
6683,1240
6684,66
6686,1240
6690,190
6692,1360
6694,92
6696,1033
6702,1033
6710,984
6715,285
6716,18
6717,3430
6719,1080
6721,1080
6722,145
6730,1236
6735,50548
6735,464
6737,1928
6739,3439
6740,712
6742,2344
6747,148
6751,855
6759,2429
6781,1554
6801,464
6810,3455
6821,3460
6831,935
6833,5
6836,5
6837,935
6839,148
6840,66
6842,42
6843,667
6844,287
6848,912
6848,1327
6849,66
6853,148
6854,3262
6858,147
6859,63
6861,348
6862,5
6863,2344
6868,147
6871,837
6873,148
6874,2439
6882,1327
6882,3453
6888,1220
6894,31260
6894,87
6899,1554
6901,3461
6903,99
6904,25
6907,1865
6909,2620
6914,3485
6918,3412
6918,1327
6926,1327
6926,255
6927,2509
6930,897
6932,1240
6935,2620
6937,1476
6939,221
6944,145
6950,12088
6950,2657
6962,1571
6967,3374
6978,1476
6980,1622
6986,1254
6998,542
7001,47
7002,1476
7003,42
7003,11
7004,3124
7018,31260
7018,19
7019,343
7020,3124
7027,855
7031,1454
7032,666
7037,2471
7041,14
7044,1732
7048,389
7048,882
7049,3542
7051,1732
7056,389
7060,3545
7061,3262
7065,221
7066,1773
7067,145
7068,1773
7070,3545
7071,3549
7075,64
7078,2294
7083,1554
7087,3073
7094,6440
7094,3439
7098,1539
7102,3558
7104,25
7114,3561
7115,841
7118,1865
7122,11
7129,3561
7130,486
7132,3124
7137,935
7144,3262
7148,1554
7152,19
7154,73
7155,1327
7155,1384
7159,1865
7160,935
7161,1204
7164,897
7165,27103
7165,1973
7168,1767
7192,2654
7195,2344
7202,76
7209,2539
7229,63
7231,136
7231,389
7237,1865
7238,3111
7240,165
7244,935
7246,83
7247,1236
7248,18
7253,2397
7254,2550
7256,3561
7256,11
7256,389
7257,2210
7259,2051
7262,3526
7264,1384
7267,2115
7269,3530
7271,1596
7277,3623
7285,3249
7289,1921
7293,2429
7294,1301
7296,591
7296,1865
7299,42
7300,841
7306,3530
7308,227
7309,135
7310,83
7311,2210
7312,1301
7320,914
7322,1790
7324,666
7326,87
7327,2210
7328,2509
7331,1865
7334,902
7335,1116
7335,25936
7342,3644
7344,1245
7350,145
7352,2099
7353,38
7354,2274
7355,3445
7360,1111
7361,2654
7367,2388
7368,447
7370,1790
7373,2654
7374,841
7378,47
7378,2347
7381,3203
7384,3650
7387,1373
7387,6294
7389,3111
7390,2162
7391,1539
7401,1384
7403,1384
7418,919
7422,900
7422,3382
7429,1218
7436,47
7444,246
7450,3674
7453,666
7453,3407
7454,607
7457,2509
7458,785
7463,1254
7464,3684
7465,2063
7467,3683
7469,145
7473,6
7476,2762
7479,2439
7480,3645
7481,2353
7483,2439
7484,2654
7484,1204
7487,712
7490,2296
7491,1635
7496,172
7507,2359
7508,1483
7510,866
7511,47
7514,3707
7515,3709
7524,3714
7528,3270
7529,633
7529,3624
7532,14
7533,1721
7534,628
7537,254
7538,172
7545,1204
7549,2180
7552,13162
7552,18
7553,837
7554,855
7555,3624
7556,3092
7557,221
7558,221
7558,1521
7560,189
7561,226
7562,3124
7563,3124
7564,3124
7567,226
7571,2344
7572,3730
7574,2344
7578,2654
7580,3707
7583,679
7584,3249
7585,3411
7586,679
7590,1521
7593,148
7598,3650
7599,1732
7601,1427
7606,2276
7607,1767
7619,572
7627,12135
7627,136
7631,12135
7631,2397
7632,1521
7633,3262
7639,782
7645,1398
7659,855
7680,855
7684,18
7684,12135
7692,91686
7692,2509
7696,99
7710,3728
7717,3674
7723,2314
7724,3776
7729,3733
7730,2439
7736,3684
7736,12135
7738,3784
7739,76
7740,3421
7740,12135
7741,145
7743,145
7758,63
7759,91686
7759,3792
7761,91686
7761,34364
7761,25936
7761,672
7777,6
7780,2638
7789,325
7789,897
7797,12135
7797,2550
7802,12135
7802,552
7819,91686
7820,91686
7820,2550
7825,1069
7825,71762
7828,2550
7829,221
7832,3845
7833,552
7835,112
7836,1254
7837,3850
7839,900
7841,1698
7842,42
7847,3862
7849,987
7851,285
7853,3784
7855,3784
7863,3674
7865,74
7866,987
7868,2344
7869,2344
7870,3871
7872,17
7873,3082
7874,17
7875,1240
7876,17
7877,6
7878,2294
7879,1554
7880,2654
7881,2296
7883,6
7884,3624
7888,855
7889,3741
7891,3707
7893,3707
7894,3883
7896,145
7899,3890
7902,1554
7903,855
7904,2344
7906,3890
7910,3896
7916,11
7916,882
7917,3754
7918,2294
7919,3262
7921,1521
7922,101
7925,2344
7928,1521
7928,87022
7929,3262
7929,87022
7930,3047
7931,3082
7932,87022
7932,1240
7934,87022
7934,1521
7935,87022
7935,3842
7936,87022
7936,121951
7936,2344
7940,2344
7941,25476
7941,38
7949,87022
7949,83
7955,2397
7955,31260
7957,101
7960,38
7960,87022
7963,2243
7965,855
7972,221
7973,935
7974,235
7980,855
7981,2294
7985,89
7986,3758
8013,3921
8027,3274
8031,1521
8035,3102
8039,1340
8039,34327
8040,148
8042,3102
8056,2129
8056,87022
8057,882
8058,3388
8059,285
8059,66
8060,572
8062,87022
8062,148
8063,3949
8067,3956
8068,101
8069,572
8072,3792
8077,3966
8077,87022
