question_id,user_id
27260,121151
114446,1352
114481,10153
114181,0
114496,14167
114496,36934
114496,38178
114457,3965
27260,2429
27260,7634
114415,16929
114496,3762
44145,34148
114481,9094
114520,26824
114520,4850
114520,47
114424,28906
114520,6426
114520,3965
114520,36173
114496,3965
114520,20011
114520,34886
114520,24696
114520,37453
114530,12828
114520,38719
114520,4436
114520,27881
114530,33021
114542,2051
114530,3965
114530,17320
114536,37235
114520,17320
114520,12103
114496,38726
114542,2439
114457,4330
114555,7757
114555,8147
114530,4903
114555,782
114483,36535
114555,4327
114530,902
114530,37908
114530,14
114555,18930
114555,17599
114555,8553
114545,3265
114584,37122
114584,38342
114453,28969
109056,6054
114496,28969
97521,38745
97521,8553
114056,841
114555,19588
114555,6329
114555,12557
114605,38358
114555,9673
114605,3249
114432,9113
114453,33635
97521,667
114555,28765
114555,0
114620,4
76271,34148
114530,38325
114629,15389
114555,6617
114584,855
114545,37900
114555,5512
114584,20011
114584,10087
114545,7146
89158,38763
114545,897
114615,37844
114658,34148
114453,1033
114658,36006
114673,4027
114673,14609
114673,21873
76271,27208
76271,7689
114673,8093
114673,25476
114555,1033
114555,1254
114690,29270
114673,4819
114673,22382
80985,38793
114690,3124
114702,22685
114702,5715
114423,1929
114701,36006
114702,4766
114711,-1
114711,38799
106815,38760
114702,36173
114370,22493
114588,2021
114702,2568
114725,38109
114725,-1
114727,38250
114728,2431
114728,7519
114728,5905
114727,6605
114728,5039
114530,591
114530,0
114727,11246
113936,29577
114741,855
113936,24071
114741,33345
114741,5594
114711,38087
111838,1093
103501,38811
105353,20776
114728,1973
114742,12828
114741,4327
114555,38250
114741,7427
114719,38812
114742,28988
114701,517
114681,25507
114728,16929
114701,483
114711,6591
114782,5555
114782,5039
114782,5512
114673,6591
114138,38178
114780,26041
114741,13565
114782,13198
114782,20011
114728,10737
114782,902
114794,32353
114794,6870
114794,8035
114794,21477
114782,8709
114804,8709
114806,18965
114804,13899
114807,20036
114807,34148
114804,37078
114804,0
114806,36658
114555,226
114819,2327
114817,1204
114806,23901
114819,31290
114819,23901
114819,22707
114817,17203
114817,2528
114819,2314
114835,-1
114835,33851
114807,30278
114835,38843
114835,16292
114835,17203
114835,1033
114846,1033
114846,4387
114846,667
114817,18930
114817,8035
114819,38854
114749,36934
114806,5834
114780,550
114846,10199
114862,38577
114218,30278
114862,14221
114865,29270
114846,36173
114873,16747
114873,4
114873,14221
114873,5512
114875,1320
114846,5635
114862,25476
114885,4
45231,4
114819,11170
114885,18930
114875,18930
114807,14510
114819,591
114819,0
114895,7427
114895,6294
114807,36589
114875,12828
114895,37542
114806,3650
114819,855
114914,7427
114819,36987
114919,4767
114037,3748
114819,675
114728,25600
114924,8035
114819,33345
114885,2329
114924,8553
114924,13156
114728,22390
114923,8709
114819,38879
114846,4041
114924,11369
113636,38879
114895,21297
114819,13719
114819,3792
113636,36006
114945,2021
114819,17755
114846,6591
114951,-1
114951,37771
114953,611
114953,29270
114885,15165
114957,20011
114957,3873
114963,-1
114963,39417
114963,12759
114958,6420
114963,38645
114963,38886
114963,2314
114846,1973
114971,2314
114971,23901
114971,667
114963,21030
114953,27540
114895,21030
114953,29699
114958,2509
114957,1093
113636,29020
114545,9742
114002,2032
114958,22493
114953,19295
98466,38910
114999,5834
114998,1093
114998,4327
114998,12828
114998,34148
114138,6639
114999,19295
114999,31267
114914,4091
114998,32353
114138,15464
114924,14579
114963,38940
114914,7428
114819,22695
113636,20011
115029,25936
115020,1204
115034,20011
9006,1204
71861,38762
115036,1204
115036,17320
115034,30278
114963,36966
115051,14341
115034,36658
115050,32008
115029,36658
115050,36658
115051,10422
115034,6222
115050,14221
115050,1683
115059,38942
114807,38964
114998,38964
115034,9673
115074,9673
114998,1724
115074,29270
114727,38964
115059,34148
115074,2297
115034,38200
115073,12828
88685,1033
72569,38265
115034,20202
114894,23279
88685,20011
114951,5692
115048,2063
115073,11982
72569,2916
72569,0
115048,38200
114894,28969
115059,6420
115105,4
115110,-1
115110,47
88685,36471
114998,36055
115040,6420
80329,38981
115115,4
115110,7748
115110,32497
115110,17493
115115,33345
115115,22493
115115,19029
115115,11107
115115,2431
80329,1093
114728,855
115136,11107
80329,855
115020,38988
115136,1130
115136,29270
115115,38990
115115,11043
115040,3764
115115,29955
114999,7575
114728,38148
114728,0
115163,14221
115163,6420
115115,25446
115163,611
45031,39000
115110,2536
114138,667
115177,11107
115177,4
115182,4
115115,4082
115182,35809
115190,4767
115163,21271
115177,8888
115115,19295
115190,19295
115163,36341
72336,37707
115199,5834
114728,6180
115199,27178
115040,21384
115197,15389
115190,34148
114555,1383
65783,5487
115177,37078
114138,28969
115136,14579
115223,0
115115,0
115223,667
115230,24860
115230,38342
115136,2355
115115,-1
115240,28988
115110,9260
115240,16015
115247,902
115247,5834
115239,39023
115252,30026
115252,8572
115252,3790
115254,13899
115252,20011
115115,27718
115250,38396
115230,18930
115269,26119
115269,16472
115269,2301
115269,4930
115252,6621
115271,1033
115283,31290
113936,33062
115282,32008
115277,25936
81743,39034
115277,39036
115197,39040
115250,4930
114138,39042
114999,4909
115277,12850
115250,30958
95796,10199
115252,213
115252,0
115252,24079
115252,37542
115177,5095
115269,39042
115271,39042
115239,39042
115239,15464
115177,39042
115271,4553
115252,30396
113936,4930
115325,12715
115283,34614
115029,39042
115325,14221
115271,1554
115269,27114
114999,25440
115271,20202
115283,3965
115177,1093
113936,24608
115240,38178
115271,22493
115359,14820
115359,29270
115355,11107
115359,2021
115277,37200
115343,2021
115368,24049
115368,15389
115368,902
115355,2365
115252,38325
115368,38325
115359,34409
115356,38610
115374,22390
115374,39042
115381,39042
115389,11200
115389,13156
115389,14
115389,29270
69596,5594
115252,31392
114218,39042
69596,38178
115389,33564
115356,2616
115381,2616
115389,897
115389,37572
115389,20011
115406,29975
115389,494
115406,25768
115381,897
115406,24696
115418,4
115418,39077
115418,7422
115418,29043
115418,13156
115406,26824
115418,1204
115425,-1
115425,235338
115425,0
115406,18930
115429,13156
115425,38022
115421,15455
115282,15455
115418,26527
115429,18748
115389,10412
115282,10412
115418,33478
115389,19648
115429,611
115389,39095
115444,1204
115444,23901
115418,1352
115445,34175
50884,39101
115445,25936
115444,38178
115466,31290
115466,980
115444,34200
115455,12828
115455,21477
115029,5184
41409,13899
115474,39114
115474,38805
114376,39114
115466,34148
115482,25936
115485,13198
50884,35752
115466,902
50884,21308
115421,34148
115421,31290
115485,7422
115474,14372
115505,3495
113636,36473
115482,39129
115474,2528
115466,4930
115485,4930
115485,12828
115466,2528
115485,1683
115520,14221
115520,31456
41409,2528
115520,126
115525,37746
115474,39030
115520,39135
115530,2528
115520,31090
115444,39030
115530,0
115530,14905
115466,1939
115019,36807
115418,6514
115555,36807
115555,4
115520,10199
115474,4850
115520,17036
115525,20294
115465,1033
115466,7427
115566,3764
115555,3965
115576,14221
111594,26105
115573,39154
115574,15455
115587,13156
115587,11107
115282,16929
115587,36173
115587,5095
115485,8120
115485,0
115587,1554
115599,47
115520,39030
115598,20641
115598,5834
115555,39042
115587,667
114951,537
115598,10347
115455,21384
114951,39042
115614,611
115620,25786
115520,38950
115620,2021
115555,38439
115587,32353
115630,4595
115555,1093
81981,47
115555,9634
115587,897
115587,3635
115115,39173
115115,21598
115648,-1
115648,5016
115648,3035
115455,18926
115455,39042
115648,13719
115654,39042
115659,-1
115659,0
115654,5834
111193,18926
115632,5834
114555,35634
115667,39178
114749,1204
115628,38753
1059,1788
65942,27178
115620,25476
115520,33357
115675,7160
115675,39185
115675,20673
115684,25476
55029,38964
115389,38964
115690,10087
100010,21297
115474,10087
1059,10087
115115,10087
115690,1928
115690,37896
115704,667
100010,11376
115115,4853
115704,18930
115690,37480
115690,28969
78844,24081
115680,21360
114951,37308
113830,37308
115720,18
115657,17733
115720,20172
115675,3965
115566,39082
115725,6605
115710,25696
115725,20845
92582,7536
43948,35639
115361,39207
115725,24696
115744,10187
115748,2439
115537,16175
115745,38396
115465,38200
115748,29270
43948,7160
115704,7824
115654,4
115704,20011
115599,30934
115769,28988
115772,18926
115783,37572
115783,39228
115783,28313
115783,19216
115710,39042
115783,24215
115791,-1
115791,10144
115791,38805
113636,39042
115734,39042
115783,39231
115791,39231
113636,39220
115791,39042
115783,8553
85377,39042
115783,2301
85377,5380
115739,9673
113636,4
115739,29043
113194,39042
114376,39042
108179,39042
115791,4
113636,22563
36415,4
115690,0
115826,11107
115826,17733
115826,28988
36415,30685
115725,33723
115271,33723
115839,38396
115839,14221
113593,8494
115839,29270
115839,1512
115839,5026
114333,21384
115833,28988
115613,8035
115851,8035
115851,8458
115851,3965
115781,13198
115781,26517
115826,39102
115851,30396
95444,2767
115839,1788
115851,0
115868,28988
115839,883
115876,19951
115868,6591
115876,902
115876,8187
115851,39256
115851,39237
115839,18930
115791,21477
115868,1362
115903,14221
115903,6617
115903,18926
115903,22760
115910,1033
115910,36006
115903,13612
115910,29270
115903,16273
115910,12828
115910,31290
84128,12496
115924,36006
115917,0
115910,1324
115924,20756
115903,14510
115929,47
115917,667
115868,3124
115924,21523
115903,27179
115917,5095
115929,37308
84278,4850
115903,17320
115929,38200
115903,13719
115948,4
115948,4930
115917,1093
115903,5602
115948,39301
115903,38870
115958,5512
115960,4327
115960,8553
115917,6639
115958,32008
114804,38562
115958,1093
38942,39294
115826,4327
38942,12917
115903,32671
115929,3965
115979,3754
115979,6177
115979,38805
115951,220
115979,16992
115903,20065
115992,7748
114804,483
115992,39327
115992,12828
115992,21183
116005,935
115826,38625
116005,13156
116004,23279
116004,3917
116005,13612
115903,21082
116020,24696
116005,19295
116020,19295
115979,19295
116005,2509
101974,3249
115992,6495
115948,30934
114504,38568
116031,13198
116032,12828
116036,12828
116038,28988
116036,2439
115992,39082
116050,3249
116050,21477
116050,36462
116031,32008
116038,18930
116069,28988
116069,3817
116069,38396
116069,5715
116069,36984
116049,1033
116076,14609
116076,8093
116076,18926
116049,18926
86364,39135
116089,7846
116089,18930
111344,33888
116094,32008
116089,12828
116094,11457
116094,2359
116096,18930
116096,3432
116089,22390
113185,0
113703,39042
116069,0
116101,11982
116093,39042
116101,8120
116101,0
113703,38200
116089,1923
116117,0
116101,22390
116117,25404
116117,27757
116101,36006
116114,2654
115967,16929
115929,28402
116123,8093
116089,19295
116139,26304
116117,21597
27207,15653
116114,22235
116076,22235
116151,21183
116101,97591
116151,39341
116162,21183
116162,25476
116151,902
116162,855
116144,11107
116162,15
116168,1033
116144,1033
116170,3124
116162,1093
116117,39390
116168,11107
47558,4980
116144,18930
116177,4365
116106,31234
116168,667
116139,39392
116168,190
116168,6420
116206,10334
116206,657
116206,38640
116206,4327
116206,0
116206,36173
45405,24775
116168,16992
116219,18930
116206,14905
116177,11457
116206,17485
116221,38870
116168,6588
116221,22685
116206,17711
116206,38870
116221,2616
86052,23230
116242,-1
116242,208561
116242,38899
116242,0
116242,39434
116242,20945
116242,25159
116242,39492
116242,38223
116242,9844
86384,4327
116242,20379
116168,39411
116221,20011
116242,36929
116219,39413
116219,35693
116221,6735
1483,3704
116206,32882
116267,39417
12279,20011
116271,23901
116206,5279
116151,4444
115613,28217
3747,6177
116280,28988
116151,28988
116276,15389
113896,39426
116206,39390
113896,226
116289,5594
116139,1845
116139,0
113896,20379
116144,36934
116221,34380
116219,31719
116093,36934
115389,22455
54621,22455
116303,16375
116276,18926
116303,20011
116267,18926
116308,35148
116308,16375
116308,18930
116308,30278
116318,4930
116276,3801
116318,21767
116267,21767
116219,21767
116323,18926
116323,21767
8364,34613
116308,34613
116308,13612
116330,33021
116330,1033
116330,1512
116335,7422
116330,15464
116335,20062
116330,1352
116335,11982
116346,-1
116346,28406
116346,39472
116346,0
116346,25768
116338,18926
116308,7567
116336,32008
116338,38200
116352,1033
116352,33021
116206,28313
116358,17733
116330,4854
116358,25476
116308,914
116308,20756
116346,15653
116292,33021
56821,22390
116358,855
116177,21740
116358,667
116382,4767
116382,33021
116382,38870
116382,3754
116382,1033
116308,21030
116382,4
116385,11107
116336,30894
116385,35414
116219,35790
116395,33021
116151,38439
116346,5820
116330,6617
116412,4767
54621,1996
116177,19517
116412,34148
116358,6145
116151,38907
116346,38614
87093,39463
116303,2429
116429,25476
116428,20202
116429,38250
116346,5512
61637,39468
116439,12436
116395,33355
116428,39042
116429,3965
116429,4
116439,3965
116151,11241
116267,30894
116292,39042
116151,8553
116346,39362
116420,28988
116308,20065
110266,29270
116308,667
113751,39461
116346,2620
116346,33490
116476,31267
116478,21271
116478,25476
116476,1352
116481,39461
116481,15653
116481,39102
113703,30278
116481,24028
116481,36173
116478,9742
116481,7575
116481,2620
116478,38178
113703,34148
116151,963
116478,7080
116502,31290
116412,38200
116151,35172
116476,27235
116412,18
116519,8553
116519,17733
116412,285
116481,22390
116531,33732
105494,39504
113751,1683
116531,16375
116528,15246
116528,3762
113703,39506
116542,47
116531,3965
116481,287
116266,21384
116525,3289
116481,34573
116570,13156
116570,30867
116575,20011
116570,15389
116570,7519
116576,35384
116583,1921
116576,3965
116572,23901
116588,36540
116588,19471
116588,38994
116576,8029
116481,31
116531,6390
40219,8958
47678,8553
104202,6390
105821,6390
116576,39294
40219,21384
104202,39294
116572,9302
116266,11982
116481,39534
116618,2000
116614,2673
116618,34148
116618,25936
116618,23251
116626,8120
116626,12828
116633,32353
116633,28988
116643,2673
116481,30278
116643,934
33076,35466
116643,8709
116643,39550
116531,39550
116643,28988
116643,20011
116626,7422
56614,39554
116672,6059
116672,29270
116678,4767
116678,25768
116678,25476
116678,20756
115343,16732
116531,3124
115710,27235
116678,3965
116678,9634
116715,39564
116715,25476
116531,4630
116715,4
116713,11107
116715,3965
116713,15165
116678,979
98485,31
84189,31719
116730,0
116730,35435
116730,61083
116730,2189
116730,27181
116730,355
116730,3228
116730,9444
116730,53994
116730,13740
116730,3468
116730,39811
116730,1626
116730,17553
116730,39920
116678,1788
116678,13719
116643,8553
116643,667
116774,4
116774,667
116715,20673
116778,4
116678,33869
116774,13719
116678,3781
116715,3124
84189,7160
116713,1625
116626,35802
84189,1093
116481,3270
116481,0
116678,38718
116806,27114
116806,10037
116806,6639
116806,4817
116806,2439
116816,5602
116816,34148
116807,39598
101649,39600
116822,34148
114545,20011
116833,-1
116833,0
116833,4327
116807,902
116618,21497
116618,37340
116618,4327
70533,35466
116833,39042
116860,10326
116860,2359
116863,1512
116678,1923
116863,26824
116863,25936
116863,18930
116863,963
116863,1850
116863,0
17059,4
17059,3762
247,16732
116883,4767
247,3249
116886,9673
116886,1352
116883,4091
116890,4767
116890,20065
116840,17320
116890,16929
116806,16929
116890,22235
116904,22235
116904,38762
116911,4
116904,13258
116922,34340
116904,34340
17059,20011
116904,8402
116890,9742
116890,34148
247,39365
116933,0
116933,4
116933,935
116961,-1
116961,2288
116961,33840
116965,15165
116965,8553
116961,37338
16105,26365
116970,25936
113703,6605
10899,1093
116969,9756
116982,21497
10899,9589
116982,902
113703,3249
116984,32008
116982,26527
116995,8553
116922,16929
116965,13419
116922,1554
117015,-1
117015,34069
117015,0
117015,36403
117015,23716
117015,30278
117024,16929
117024,29020
117030,11453
117030,7422
10899,3790
117024,0
99201,39365
117024,12878
117037,34148
117037,16929
117024,8598
116096,39365
116883,25708
116883,18263
117058,5692
117030,4
116883,8434
116965,13258
116883,15
117064,47
117058,15
117064,5366
116969,15
117064,12828
116922,8434
116995,2063
48760,39678
99201,25446
83325,9267
47678,557
28651,0
96209,39042
117092,33021
117092,39294
117101,19295
117101,39694
116486,2274
116806,22493
116995,1929
117101,13156
117101,39294
117101,25476
116806,9824
116806,0
117092,16992
117123,34364
117123,37459
117123,20065
117119,4767
117119,16992
117119,4365
117131,25476
117123,4365
117123,6145
93275,39703
117138,4365
117142,4767
117142,226
117142,6644
117138,902
117138,32242
117123,1362
117119,18930
117101,1788
117123,38562
116502,1921
117123,4903
27145,34364
117161,32353
117161,2107
117131,6279
117131,36473
117123,39716
117131,5555
117179,4828
117179,30278
117179,26119
117179,7428
117123,2528
117192,35223
117192,26119
117179,8402
117192,33484
117192,36473
117199,34281
117199,30278
117201,1683
117098,4909
117192,39725
115555,39729
117123,15128
117212,31260
117123,16472
117212,667
117138,33021
117123,13612
117123,16493
77450,29955
117220,25476
114303,39737
117214,611
117220,1114
117220,27671
117220,34336
114303,226
116995,1525
117123,1093
117240,4854
117240,4435
117138,1512
117243,35438
117243,25466
117243,3542
117243,1512
117243,26304
117243,25476
117243,2673
117253,2673
117138,63
117253,4365
117253,2296
117243,3762
117138,2429
117243,11204
117274,5021
117243,20011
117243,2274
117243,35490
117276,37552
117243,19295
117253,39294
117281,29270
106309,39294
117276,19295
27264,34734
117276,2107
117281,19295
117289,25936
117304,16929
117304,902
117281,16535
117253,29020
117304,19295
117064,34148
117301,12828
117301,980
117318,2431
117301,19295
117318,39294
117240,22493
95353,37175
95353,39765
117253,36526
95353,34364
112077,226
95353,22791
112077,34364
117312,39294
117276,13976
117312,667
117098,37991
117348,26824
117350,38562
117350,19146
9013,37991
117350,21630
117342,25936
117357,-1
117357,4909
117357,3249
117357,1508
117015,37991
117243,39779
117350,32353
117344,4642
117243,18153
117350,38686
117243,38686
117342,16929
114951,37991
116840,38936
117243,12828
95353,13198
95353,31372
117138,4903
117375,23901
117015,4909
117243,3249
117378,23901
117348,3249
117344,13198
117253,15653
117403,8553
117403,39340
117378,39582
117403,25936
117399,2673
117416,25936
117281,5283
50831,5391
117429,8035
117429,4909
117348,6384
117348,0
117434,25768
50831,1114
117243,39802
117434,30278
117403,3807
117281,1114
117058,22695
117425,3762
117281,9673
117058,14510
117429,25476
117348,9673
117058,20011
117375,3762
117281,19681
117281,0
117460,25476
117460,4
117461,13156
117461,15389
117466,7748
25728,39816
117460,17561
117460,7748
117243,7217
117455,33425
117466,4854
117348,11673
117475,4854
117475,32803
117481,8553
117481,26824
117460,33564
116481,22455
117475,39823
117486,29270
117475,980
117480,20065
117480,8668
117486,4
117466,26304
36612,36111
117496,4365
117480,4365
117481,3965
117481,4854
117496,1320
117506,-1
117506,2568
117506,23716
117506,16399
117486,39294
115019,1130
117513,31090
117481,39294
117513,980
117460,39294
114090,1130
117512,39336
112449,39294
117512,33355
117522,14820
117496,39294
117530,-1
117530,19500
117530,12961
117530,0
117530,1463
117375,28531
1997,39840
1997,4752
117460,1093
117243,19710
117540,23901
1997,2509
117552,4327
117552,24071
117552,935
117530,37959
1997,38625
1997,4327
116481,38625
117552,18930
117530,34148
117506,38250
117572,22519
117522,22519
117552,18681
112485,13815
109652,37776
117411,2107
117460,855
115851,39862
117595,13156
117595,34148
117572,34200
117595,5512
115851,30278
116481,25104
117622,-1
117622,57161
117622,5564
117622,18134
117622,5453
115851,30296
117522,13612
117610,4994
117635,2365
117638,16273
117522,18
117638,20036
117638,39879
117638,17400
63839,39883
44959,13838
117638,667
117635,366
117530,39887
117643,34148
117638,13838
117655,20062
117643,9673
117628,3764
117506,5692
44959,12304
117643,39829
117635,1683
117651,12715
117664,-1
117664,19384
117635,14372
117672,-1
117672,2288
117672,0
117664,2673
117667,34183
117671,6393
117671,3542
117671,15246
117671,7048
117671,38234
117664,20011
117671,15165
117664,2431
117686,7427
117638,19295
117667,19295
117655,39294
117692,12715
117686,19771
117692,19295
117667,28988
117692,1683
117692,10422
117716,18933
117716,24608
117651,39294
117667,31260
117667,0
117716,26970
117686,902
117716,17485
117671,20884
117716,36173
117671,6145
117692,4365
117692,12436
117253,213
117253,0
117123,39669
117692,906
34737,213
117667,20756
117686,1204
117638,897
34737,35520
117686,63
117686,0
117751,33355
117758,-1
117758,15069
117716,16472
117638,8029
117638,8553
117765,12828
117765,10097
107239,2536
117766,37552
117766,20036
117766,8029
117766,12917
117775,23901
117780,12828
117780,4327
117742,13614
117786,25936
117638,29020
117775,38234
117805,30278
117805,5594
117813,39637
117813,39829
117813,24569
117815,30278
117815,24569
117825,-1
117825,505
117671,17898
117825,20255
117528,38206
117813,0
117825,30249
117825,30296
116113,30249
6268,0
14162,0
117825,6177
117825,39362
117825,25476
117825,22390
117839,29270
117839,12496
117839,0
117815,19888
117813,8093
103827,27114
117643,13125
103827,3792
117839,1306
117839,32008
117766,1512
117839,34614
117852,1343
117813,26304
117813,27253
117852,19888
117852,902
117852,11982
117865,6605
117839,6605
117869,-1
117869,40129
117780,24351
117868,5148
117868,6605
117868,27114
117780,37572
117868,12715
117868,47
116113,17459
117751,6505
50831,38625
117876,1929
117886,13156
117813,20011
117886,7048
117893,34148
117886,6639
83946,1929
117893,4767
83946,1130
61529,39985
117825,8120
117825,7634
83946,20011
117868,39990
83946,935
117475,39741
83946,38178
117905,7802
104096,0
117766,22685
117914,21183
117893,39294
117893,897
117914,25612
117825,3965
117825,6300
117813,4327
117938,4767
117914,1554
117938,39294
88556,2274
117945,4767
117943,39822
117943,2274
117943,34148
117905,40000
117876,27881
117943,33478
117937,18683
117957,33355
117957,32975
117957,7422
117918,39172
117945,35802
117954,10097
117956,2439
117973,902
117954,4642
117973,6426
109279,40006
117964,3762
117945,38234
85488,40010
117990,7007
117990,2359
117990,40010
117990,8553
117990,38951
118005,12715
118005,28988
117813,23901
117998,23901
116113,40001
118005,28692
118005,6605
117954,7575
117964,14199
118020,39294
118020,38250
118020,34327
118015,39294
118020,36929
118015,34327
109652,30685
118031,26312
117973,3527
118039,611
118031,4688
118031,0
117455,1293
117990,18930
118044,29020
118047,-1
118047,33395
118047,40041
118047,1813
118039,12828
118052,12828
118052,9094
118052,2314
118052,18930
71824,30232
118052,3762
117954,16929
118052,31560
118064,126
118064,1204
117716,16929
118052,8656
117954,40034
118066,25278
118064,5512
118064,38234
118077,4767
118035,23622
105912,34200
118077,39135
118052,13614
118077,23622
91898,39135
118064,39135
118035,2063
118063,25936
117943,25708
118077,6639
118064,8242
118035,28988
118035,6294
118015,17195
118108,12917
118108,8553
118108,28906
118108,12129
118123,23622
118130,4767
118130,34327
118130,13612
117943,15464
118136,3762
118136,22685
118136,25786
118136,27540
118136,39294
118123,37572
118158,-1
118158,8669
118158,10776
118158,0
118158,11786
118158,18369
118158,5285
118158,127619
118158,11246
118136,6432
118136,25768
118142,12854
118175,10097
118136,25446
118175,14372
118174,3762
118168,47
118175,20011
118168,12854
118142,12917
118168,667
118185,1204
109279,427
109279,0
63839,427
63839,0
9006,27194
118106,11732
118123,0
118185,25768
118185,2429
118185,13181
115018,34181
114376,34181
115018,1458
118136,1929
117638,2620
115710,6390
117638,23653
97437,34181
118231,6847
96504,40102
96504,40104
118231,39294
96504,2528
115710,40110
96504,29398
118231,25708
118249,14221
118249,25936
96504,11927
118253,10563
118253,38200
118253,20036
118249,34148
118261,24049
118253,1033
118253,39294
118253,0
118268,1254
118268,20791
118276,2234
118276,11982
118276,25476
79930,126
118020,22493
118136,4
75407,39741
118136,1033
118276,39294
118295,25476
118261,15464
118293,40158
118304,20011
118301,4
118295,15165
118295,8553
118295,34336
118301,21420
118295,30175
118276,3965
118322,6420
118276,2021
118301,39294
116618,16929
118035,31260
118035,0
118035,34336
118322,3762
118295,9865
118295,28217
118035,38625
118333,5736
118333,4
117813,40184
118338,190
118333,464
118342,-1
118342,12921
118338,9824
118338,18930
118338,13612
118342,31199
118342,33345
118342,34148
118352,897
117813,31199
118338,26824
118295,13815
118352,154
118295,4623
1588,40194
117775,31199
118352,28696
118333,24028
117813,30408
118352,1093
118369,1093
118369,3965
118369,25476
118376,24028
118391,28988
118391,36403
118404,29882
118376,3249
118404,8553
118404,39294
118419,-1
118419,1093
118419,30278
118295,12609
118376,6605
118419,31560
113160,40229
118451,32008
118449,25936
118352,34148
118451,2620
118479,30012
118479,24049
118479,1033
118479,20255
118489,34614
118479,40245
118479,19384
57,23167
57,15464
118507,11982
118507,25936
118507,25476
118496,32803
118507,18
118489,25476
118489,855
118479,6801
118479,37572
118496,15464
118479,19295
118479,1093
106409,9673
118489,1093
118544,7048
118544,4
118544,855
118552,1204
118557,4767
118561,4767
54018,34614
118561,24860
118561,40276
118561,4642
117506,25440
118479,39030
118557,8035
118552,667
118552,8646
118489,28696
118557,22493
118583,6644
118489,7519
118586,4365
118586,40294
118586,4767
118583,24569
118574,11636
118496,2429
118583,22413
118583,0
118597,-1
118597,36403
118496,6639
118597,40165
118574,44958
118583,3965
117671,31372
118561,37078
118561,0
118496,37078
118496,0
118588,34148
118391,39741
118479,18891
118479,10080
118626,2021
118628,27114
117528,37078
117528,0
118628,32353
118628,3249
118488,897
118488,3249
118639,7080
97437,7519
118639,3249
118639,40306
118640,7519
118588,5283
118646,23901
118646,6644
118646,24028
118646,37078
118629,24028
118557,38250
26151,40309
118661,20036
118661,4365
118661,20673
102741,25440
118640,8735
118661,8553
118666,25440
111691,25440
118479,25440
118629,30334
111691,24351
114615,39294
118661,28765
118629,20756
118661,37552
118684,15346
118629,37552
118629,0
118690,28988
118690,4280
23942,900
118479,34200
118583,37635
118674,25936
67594,3707
118708,3707
118703,1512
118574,12609
118574,8553
90250,5283
118574,4850
113393,19800
118720,15464
118720,19800
118733,5148
118733,39504
118734,4767
118733,31199
118740,4767
118740,2550
118479,40335
118720,15431
118733,2297
118666,830
118740,25476
118733,36173
118733,25476
118661,35809
118703,3852
118661,15165
118708,4854
118758,24676
118703,22493
118759,3762
118758,33203
118758,15464
118759,25476
118740,29331
118703,40353
118740,667
118769,16405
118769,29029
118758,6605
118788,13156
118788,4767
118788,6909
118703,16929
118788,30867
118708,34148
118759,39294
118798,4642
118798,2654
118798,2431
118801,25768
118788,126
118703,32448
118769,36638
118814,4
118818,25476
118720,22493
42863,40378
118818,935
118829,17309
118818,667
118818,34183
118818,0
118835,34200
118759,4854
118646,22493
118818,7634
118740,1093
118835,0
118740,7634
118818,3963
118740,23366
118557,10037
118850,-1
118850,31873
118850,0
37339,22390
118419,37078
118419,0
118806,31478
118758,20673
118865,855
118865,1929
118758,20011
118829,24028
11120,1929
118865,28696
118869,28988
117758,9742
118865,3965
118818,2620
114681,1129
118865,12917
118818,15464
118899,38795
118899,-1
11975,226
118886,25936
118740,2620
117667,30278
118905,12135
118740,30278
117667,3249
118919,8187
118703,39410
118703,0
118419,4285
118419,31290
118906,40417
118923,20065
118933,611
118923,40029
118933,1683
118940,38994
118940,7167
117667,39294
118906,31199
118954,2820
118954,25936
118962,4767
118962,31199
118962,32803
118971,4767
118962,855
118954,1362
6665,34148
118971,4
118886,15077
118971,13614
118962,7748
118962,5512
118968,3762
118968,7748
118954,6586
118989,40438
118971,39294
118703,13893
118954,667
118968,4854
118865,1996
118989,39294
118899,40451
118954,40454
118954,40463
118989,1362
118971,36173
119003,40468
119006,25476
119006,3289
119003,0
119003,4854
119003,1204
119003,2673
118954,6909
119019,4642
118962,36173
119020,6393
119018,28988
118962,4854
119018,40478
119018,3660
119020,3762
118962,1468
119006,3965
118865,5168
119003,21740
118977,1521
118962,40451
118962,37343
118962,40492
118597,25404
118419,38206
119051,2021
118962,38165
58630,987
119051,2983
119051,6222
114085,40499
119051,33869
119019,27253
119060,32803
119060,40500
118962,10258
118597,31199
119060,8035
119027,32353
119060,25476
118962,17853
119051,39294
114002,38165
119073,32353
118962,38907
114719,33157
118968,28696
119018,3084
119018,0
118968,5747
118968,0
119085,36929
119085,14221
119085,8035
119085,4327
118818,12854
119085,13699
119095,7974
119095,8035
119085,3965
119085,39602
119096,39822
119095,39690
119085,902
114002,4828
119095,32353
119085,36173
119018,17227
9481,4623
119106,36173
119094,29590
119106,8035
119085,2620
119095,14579
119003,14579
118989,14579
119096,2439
119095,782
119096,11206
118933,40532
119096,37924
119003,37924
119018,16929
119094,17320
118063,40536
119094,24569
119131,-1
119131,0
119106,6586
119094,4903
119003,40538
118954,4903
119141,1204
119096,39294
119147,32803
119073,11779
117667,37078
10807,24608
119155,21384
119155,-1
119151,8035
119160,-1
