Id,Score
89235,6
89236,3
89258,2
89259,2
89260,17
89261,5
89264,1
89266,35
89267,9
89269,2
89271,2
89273,61
89274,35
89275,-3
89277,17
89280,2
89284,3
89285,2
89289,10
89294,13
89306,2
89307,0
89309,2
89312,3
89313,0
89315,1
89334,0
89335,3
89337,0
89345,5
89346,4
89355,10
89356,3
89363,3
89370,1
89371,3
89374,1
89375,1
89378,1
89383,3
89387,12
89388,3
89401,0
89402,2
89403,0
89404,1
89412,25
89415,0
89417,3
89419,2
89421,3
89422,2
89423,11
89424,1
89425,8
89427,13
89428,5
89429,1
89430,0
89437,3
89439,1
89443,4
89448,1
89449,0
89451,0
89453,53
89456,-1
89457,43
89459,1
89460,14
89462,81
89465,38
89466,0
89470,4
89473,1
89474,5
89481,3
89486,1
89487,3
89495,2
89500,1
89501,-1
89502,8
89504,2
89505,3
89506,1
89507,4
89510,7
89511,7
89512,4
89513,7
89514,0
89517,5
89520,2
89524,1
89528,0
89533,-4
89534,25
89536,1
89541,6
89542,3
89546,1
89547,2
89548,0
89549,0
89550,1
89552,7
89553,13
89556,4
89559,11
89560,23
89561,4
89562,11
89563,1
89564,0
89565,8
89566,0
89567,2
89568,0
89569,0
89570,0
89572,1
89576,1
89577,1
89587,0
89588,20
89593,6
89594,1
89596,0
89598,1
89599,1
89603,2
89604,0
89620,61
89621,26
89623,112
89624,55
89625,2
89630,3
89636,-1
89639,0
89643,4
89646,4
89652,1
89653,31
89654,5
89655,8
89656,3
89657,7
89658,2
89660,5
89661,10
89662,1
89663,13
89665,3
89671,0
89672,0
89673,2
89674,9
89675,1
89681,0
89683,8
89684,2
89685,1
89686,3
89687,4
89692,2
89694,1
89697,1
89700,3
89701,8
89702,0
89703,7
89705,0
89706,7
89709,-1
89710,4
89711,4
89712,0
89713,0
89715,7
89721,15
89722,0
89723,0
89724,11
89726,4
89727,3
89728,4
89729,1
89730,1
89735,5
89739,-3
89740,3
89741,16
89743,1
89747,1
89750,0
89752,1
89761,37
89762,10
89763,84
89764,2
89765,13
89766,6
89767,21
89769,1
89771,94
89775,2
89776,3
89777,1
89785,2
89786,3
89808,1
89809,6
89810,0
89811,3
89813,1
89815,3
89819,11
89821,2
89828,8
89833,11
89839,15
89841,3
89844,3
89845,4
89846,3
89848,3
89849,15
89850,5
89851,12
89852,-5
89855,1
89859,2
89860,3
89861,13
89864,1
89865,0
89867,5
89868,11
89874,2
89876,4
89883,9
89884,9
89888,2
89897,1
89903,7
89904,2
89905,2
89906,4
89907,0
89912,68
89914,3
89917,132
89924,59
89927,40
89929,5
89931,3
89934,2
89936,32
89937,0
89944,7
89945,2
89946,14
89947,11
89948,16
89949,8
89950,0
89951,3
89953,7
89955,7
89956,1
89958,26
89960,5
89961,0
89963,3
89964,3
89968,2
89979,11
89981,1
89983,1
89984,9
89986,2
89988,1
89996,6
90001,0
90004,14
90005,5
90006,0
90008,4
90011,2
90012,18
90013,3
90015,24
90016,5
90017,9
90018,1
90019,20
90020,7
90021,2
90022,1
90023,1
90024,11
90025,5
90027,0
90029,19
90030,1
90032,7
90033,3
90034,6
90036,9
90038,9
90039,13
90041,0
90042,1
90043,28
90046,3
90050,2
90052,9
90053,1
90054,3
90055,0
90057,22
90058,1
90059,221
90061,6
90062,4
90063,21
90064,3
90065,87
90066,22
90067,1
90068,4
90069,8
90070,2
90071,12
90072,7
90073,0
90077,5
90078,6
90079,1
90080,8
90081,1
90083,12
90084,0
90086,3
90088,10
90090,19
90092,2
90094,2
90096,70
90098,4
90099,8
90100,0
90101,2
90102,7
90103,1
90104,1
90105,9
90110,2
90113,1
90114,2
90115,6
90117,1
90118,1
90119,6
90120,0
90123,5
90124,2
90125,6
90127,0
90128,1
90130,0
90131,0
90132,0
90133,1
90134,1
90135,0
90136,2
90137,3
90139,36
90140,3
90141,8
90142,16
90143,2
90144,6
90149,5
90150,96
90151,28
90152,3
90153,0
90154,5
90155,1
90156,2
90157,0
90158,0
90160,2
90161,2
90163,3
90164,2
90165,0
90167,0
90169,1
90172,1
90173,0
90174,1
90175,80
90176,2
90177,63
90178,10
90179,2
90180,2
90181,130
90182,3
90183,3
90184,46
90185,12
90186,5
90187,2
90188,7
90189,1
90190,1
90191,5
90192,0
90193,0
90194,35
90195,1
90197,0
90198,6
90199,11
90200,57
90201,2
90202,4
90203,42
90204,3
90205,6
90207,32
90209,11
90210,21
90211,3
90212,3
90216,10
90217,43
90219,2
90220,24
90224,63
90226,2
90231,40
90232,2
90233,0
90234,0
90235,14
90236,0
90239,7
90240,1
90247,1
90248,21
90250,2
90266,1
90268,7
90269,1
90369,9
90370,0
90371,1
90373,0
90374,2
90378,2
90379,9
90382,1
90424,10
90426,7
90427,1
90432,1
90433,2
90434,4
90445,0
90447,1
90449,-5
90450,0
90451,2
90455,1
90456,46
90457,5
90458,0
90459,0
90460,0
90461,15
90462,42
90463,10
90464,1
90468,0
90469,0
90470,0
90472,2
90476,297
90478,2
90479,4
90484,3
90485,5
90486,1
90487,7
90493,7
90494,1
90495,1
90497,-4
90498,0
90500,1
90505,1
90506,1
90510,3
90513,0
90514,0
90517,3
90520,1
90522,1
90523,5
90525,1
90527,1
90528,2
90529,6
90536,0
90538,0
90550,1
90555,-1
90561,63
90562,117
90566,81
90568,0
90570,36
90571,21
90574,10
90578,1
90581,2
90584,4
90586,1
90587,1
90589,2
90590,1
90628,2
90629,0
90630,4
90631,11
90632,5
90633,8
90634,9
90637,2
90638,0
90639,17
90640,0
90641,9
90642,-1
90645,0
90648,5
90649,1
90650,8
90651,2
90652,7
90653,3
90659,0
90662,13
90663,0
90667,3
90669,0
90676,9
90678,4
90684,5
90685,0
90687,6
90688,1
90689,4
90690,0
90692,15
90693,8
90694,2
90695,6
90696,0
90697,2
90699,6
90700,0
90704,76
90705,2
90706,2
90707,5
90709,9
90710,1
90711,2
90712,0
90713,3
90714,4
90717,3
90718,5
90720,-7
90721,5
90722,1
90723,4
90726,5
90727,0
90730,4
90734,2
90739,18
90740,37
90741,3
90742,7
90749,9
90752,3
90754,2
90755,1
90756,15
90764,5
90766,2
90772,5
90773,8
90774,1
90778,3
90779,1
90780,3
90783,1
90785,9
90787,0
90789,0
90791,2
90794,1
90796,1
90797,2
90798,1
90801,2
90802,1
90803,2
90804,7
90805,12
90806,3
90807,11
90808,15
90811,1
90813,20
90815,1
90816,0
90817,2
90825,8
90827,2
90828,1
90830,0
90832,0
90833,3
90836,1
90838,1
90839,3
90841,1
90842,0
90843,1
90844,1
90846,3
90847,2
90848,16
90849,4
90854,22
90855,18
90856,0
90857,4
90858,2
90859,7
90860,2
90861,9
90862,3
90863,5
90870,1
90871,0
90872,11
90876,0
90877,15
90878,11
90879,14
90880,9
90882,1
90883,3
90885,2
90887,0
90889,1
90892,0
90895,-1
90902,0
90903,9
90905,1
90907,2
90909,0
90910,6
90913,39
90916,4
90917,1
90920,6
90921,7
90925,4
90926,7
90928,0
90929,1
90930,4
90931,1
90933,0
90934,1
90935,14
90936,3
90937,2
90938,6
90939,21
90940,2
90941,0
90942,1
90943,0
90944,2
90946,1
90948,1
90949,3
90951,1
90952,1
90954,24
90956,10
90957,6
90958,1
90959,3
90960,9
90961,-1
90962,21
90963,2
90964,30
90965,3
90966,2
90969,15
90970,1
90971,1
90972,1
90973,5
90975,2
90976,0
90978,2
90979,0
90981,1
90983,0
90984,13
90985,4
90986,3
90987,2
90988,1
90989,19
90990,2
90991,5
90994,3
90995,0
90996,0
90997,2
90998,2
90999,3
91000,0
91001,0
91002,0
91003,-1
91004,1
91005,1
91006,2
91010,2
91011,1
91013,2
91015,1
91017,5
91018,12
91019,4
91020,3
91021,4
91022,5
91023,3
91024,3
91025,0
91027,9
91028,16
91031,3
91032,-1
91033,1
91036,1
91037,0
91038,23
91048,0
91049,0
91050,3
91051,59
91054,22
91055,0
91057,18
91058,0
91059,8
91060,3
91062,3
91063,8
91064,2
91065,3
91067,100
91073,3
91074,2
91076,7
91077,6
91078,3
91079,1
91080,2
91081,1
91082,2
91083,2
91084,0
91085,1
91086,0
91089,0
91090,0
91091,1
91093,5
91096,1
91097,1
91098,0
91102,2
91106,0
91107,0
91108,3
91109,0
91111,2
91113,6
91118,1
91119,3
91121,4
91123,10
91124,5
91126,12
91127,2
91129,9
91130,3
91132,0
91133,1
91140,1
91141,16
91142,5
91149,4
91150,0
91152,19
91156,2
91158,21
91159,36
91160,4
91161,4
91162,3
91163,-1
91164,1
91165,22
91166,0
91167,13
91168,1
91169,-1
91170,0
91171,-1
91172,-1
91173,2
91174,2
91175,3
91177,8
91178,0
91179,17
91180,-2
91181,2
91183,5
91186,1
91188,8
91189,0
91191,0
91192,1
91193,4
91194,8
91195,1
91196,23
91197,5
91198,1
91199,13
91200,25
91201,3
91202,6
91203,4
91204,1
91205,1
91206,3
91207,7
91208,1
91210,7
91212,1
91213,3
91214,1
91216,0
91217,1
91218,1
91219,2
91220,0
91224,11
91225,3
91227,3
91230,6
91231,2
91232,4
91235,0
91236,1
91237,8
91239,9
91241,1
91242,48
91243,1
91245,8
91246,3
91247,1
91248,2
91249,0
91251,1
91253,5
91254,2
91256,5
91259,2
91260,1
91262,13
91263,10
91265,3
91266,3
91267,0
91269,47
91270,3
91271,1
91274,4
91280,6
91281,4
91282,4
91283,1
91286,3
91287,9
91288,1
91289,1
91292,5
91293,0
91298,0
91300,4
91304,1
91305,0
91307,1
91315,1
91318,9
91319,2
91322,4
91326,12
91340,2
91341,0
91347,9
91348,3
91349,5
91350,245
91351,636
91352,244
91353,152
91354,83
91355,10
91356,2
91358,9
91359,184
91360,309
91361,18
91362,18
91363,60
91364,3
91365,50
91366,5
91367,1
91368,3
91369,14
91370,4
91371,0
91372,0
91373,5
91374,44
91375,128
91376,4
91377,3
91378,18
91379,27
91380,35
91381,104
91382,54
91383,34
91384,14
91385,4
91386,0
91387,3
91388,4
91389,1
91390,3
91391,95
91392,3
91393,16
91394,1
91395,0
91396,1
91397,1
91398,1
91399,0
91400,2
91401,1
91402,10
91403,1
91404,0
91405,1
91406,0
91407,2
91408,0
91409,2
91410,39
91411,1
91412,1
91413,3
91414,6
91415,29
91416,1
91417,0
91418,2
91419,1
91420,0
91421,1
91422,3
91423,3
91424,1
91425,1
91426,33
91427,35
91428,1
91429,2
91430,1
91431,44
91432,2
91433,3
91434,2
91435,1
91436,1
91437,1
91438,1
91439,3
91440,1
91441,1
91442,4
91443,1
91444,2
91445,1
91446,1
91447,2
91448,1
91449,2
91450,1
91451,2
91452,2
91453,1
91454,1
91455,2
91456,1
91457,2
91458,1
91459,1
91460,3
91461,1
91462,1
91463,1
91464,1
91465,1
91466,1
91467,2
91468,1
91469,1
91470,4
91471,0
91472,1
91473,3
91474,1
91475,0
91476,1
91477,4
91478,3
91479,2
91480,2
91481,1
91482,0
91483,0
91484,1
91485,1
91486,1
91487,1
91488,1
91489,1
91490,1
91491,0
91493,1
91494,1
91495,1
91496,3
91497,1
91498,0
91499,2
91500,1
91501,4
91502,3
91503,0
91504,0
91505,0
91506,1
91507,1
91508,0
91509,6
91510,0
91511,1
91512,1
91513,8
91514,7
91515,0
91516,7
91517,1
91518,0
91519,1
91520,0
91521,1
91522,5
91523,0
91524,1
91525,2
91526,0
91527,59
91528,0
91529,19
91530,37
91531,1
91532,97
91533,0
91534,29
91535,16
91536,4
91537,0
91538,1
91539,3
91540,0
91541,0
91542,3
91543,0
91544,2
91545,1
91546,1
91547,12
91548,1
91549,3
91550,1
91551,0
91552,5
91553,1
91554,11
91555,2
91556,23
91557,1
91558,0
91559,16
91560,4
91561,3
91562,6
91563,2
91564,0
91565,2
91566,1
91567,1
91568,10
91569,7
91570,1
91571,18
91572,1
91573,2
91574,0
91575,13
91576,1
91577,1
91578,1
91579,1
91580,1
91581,5
91582,1
91583,0
91584,2
91585,2
91586,1
91587,5
91588,1
91589,4
91590,0
91591,0
91592,1
91593,2
91594,1
91595,1
91596,2
91597,1
91598,1
91599,1
91600,1
91601,1
91602,1
91603,2
91604,1
91605,2
91606,2
91607,3
91608,2
91609,1
91610,1
91611,0
91612,1
91613,1
91614,1
91615,1
91616,-1
91617,0
91618,0
91619,0
91620,1
91621,2
91622,8
91624,0
91626,8
91628,-3
91683,52
91685,20
91686,5
91687,2
91688,36
91689,-1
91690,3
91693,4
91694,0
91697,0
91699,2
91700,4
91701,1
91704,4
91705,5
91706,2
91708,4
91709,-5
91711,26
91712,7
91715,1
91716,2
91717,2
91718,0
91719,0
91720,0
91721,0
91723,12
91724,1
91725,-1
91726,6
91728,12
91729,2
91730,3
91731,1
91732,11
91733,18
91734,5
91736,4
91738,1
91739,5
91740,0
91743,1
91744,2
91745,1
91746,1
91750,1
91751,1
91752,15
91753,5
91755,14
91757,1
91758,1
91759,-1
91760,79
91764,6
91766,1
91767,2
91768,2
91769,0
91772,3
91773,30
91777,2
91778,2
91780,0
91781,82
91782,0
91787,0
91789,0
91792,7
91794,2
91797,4
91799,25
91800,7
91801,9
91802,2
91808,4
91809,5
91810,4
91811,3
91812,7
91813,9
91814,2
91815,4
91816,3
91817,1
91818,3
91819,0
91820,0
91821,4
91822,0
91823,3
91825,18
91826,1
91827,8
91828,-5
91831,6
91832,14
91833,3
91838,19
91839,2
91841,3
91842,9
91843,4
91844,5
91846,0
91848,4
91849,0
91851,19
91852,1
91853,1
91854,70
91855,18
91856,-2
91858,6
91859,9
91860,5
91861,2
91863,52
91864,18
91865,2
91866,6
91868,3
91869,0
91871,12
91873,2
91882,1
91884,13
91893,0
91895,4
91897,1
91898,9
91900,13
91911,0
91912,0
91918,2
91923,5
91924,1
91927,0
91928,0
91932,2
91934,4
91941,4
91942,8
91943,7
91945,5
91947,2
91950,1
91960,3
91961,13
91964,1
91965,10
91967,3
91969,27
91970,4
91973,3
91975,1
91976,125
91977,1
91978,4
91980,5
91981,25
91984,6
91985,5
91988,5
91989,6
91990,0
91991,0
91992,10
91998,47
92000,10
92002,0
92003,9
92006,0
92009,63
92012,2
92014,0
92016,2
92017,0
92021,0
92022,1
92023,22
92025,4
92026,0
92029,0
92030,1
92034,4
92036,2
92039,10
92041,3
92043,2
92046,5
92048,-1
92049,4
92050,2
92051,1
92052,7
92053,11
92054,1
92056,4
92057,5
92058,1
92059,2
92061,4
92062,5
92066,1
92067,2
92068,2
92071,1
92072,47
92078,58
92081,0
92084,2
92086,0
92087,2
92088,12
92089,-1
92090,5
92092,21
92093,2
92108,13
92109,1
92110,0
92112,11
92115,3
92117,7
92118,1
92119,0
92120,1
92121,4
92122,1
92123,1
92124,6
92125,2
92131,5
92133,4
92139,1
92148,1
92154,2
92158,11
92159,1
92165,3
92168,11
92169,1
92170,0
92172,1
92174,20
92175,7
92176,1
92178,12
92179,5
92181,15
92182,2
92183,3
92184,2
92185,2
92186,37
92187,1
92188,10
92189,11
92190,1
92192,10
92193,1
92195,15
92196,-4
92197,4
92198,6
92199,12
92200,3
92201,2
92203,12
92204,34
92205,14
92206,14
92207,3
92208,8
92209,16
92210,5
92211,2
92212,8
92220,1
92221,5
92222,3
92224,8
92225,35
92227,1
92229,13
92231,2
92232,2
92233,2
92234,2
92235,7
92237,2
92242,2
92243,4
92246,-4
92248,23
92249,2
92251,1
92253,5
92254,0
92255,3
92256,19
92257,0
92258,23
92259,0
92260,0
92261,3
92262,0
92263,9
92266,13
92298,0
92299,0
92300,1
92302,1
92303,3
92305,2
92306,12
92307,23
92308,5
92310,6
92311,2
92314,1
92315,2
92316,2
92317,4
92318,2
92319,-1
92321,0
92322,1
92324,2
92327,0
92329,2
92330,1
92337,12
92338,1
92339,127
92340,10
92341,6
92342,6
92343,6
92344,10
92345,0
92348,3
92349,5
92350,1
92352,2
92353,11
92354,1
92355,3
92356,3
92357,2
92359,3
92360,36
92361,2
92365,0
92366,2
92367,0
92369,130
92372,0
92373,3
92375,2
92379,13
92380,44
92381,2
92383,0
92385,6
92387,10
92388,0
92389,0
92390,0
92393,204
92396,0
92397,17
92399,27
92400,3
92401,0
92403,1
92404,0
92406,4
92407,0
92408,5
92409,1
92412,3
92413,2
92414,55
92415,24
92416,6
92417,13
92418,0
92420,3
92424,1
92426,1
92427,9
92428,0
92429,14
92430,57
92433,5
92438,23
92439,5
92444,4
92445,1
92446,159
92447,5
92448,19
92449,3
92450,11
92451,0
92455,2
92457,2
92459,1
92460,2
92461,7
92462,5
92464,11
92465,2
92466,6
92468,2
92473,0
92474,2
92476,1
92477,1
92478,5
92479,-3
92480,14
92482,-2
92483,2
92484,8
92486,1
92488,2
92489,1
92490,1
92491,0
92492,0
92497,-1
92499,7
92502,0
92503,0
92504,0
92505,6
92506,5
92507,2
92508,49
92509,8
92511,9
92512,21
92513,6
92514,90
92515,17
92517,2
92518,0
92519,1
92520,14
92521,3
92523,0
92524,12
92525,4
92528,8
92532,0
92534,2
92556,10
92559,13
92560,0
92561,14
92562,7
92563,4
92564,2
92565,3
92566,2
92567,1
92568,0
92569,6
92570,3
92571,14
92572,6
92573,0
92575,19
92577,16
92578,1
92579,2
92581,4
92582,0
92583,5
92584,4
92587,6
92588,1
92589,1
92590,-1
92591,1
92592,-1
92593,1
92594,22
92597,3
92598,2
92601,1
92608,11
92610,9
92611,13
92613,3
92616,7
92618,5
92619,9
92621,1
92622,32
92623,2
92624,18
92625,16
92628,4
92630,2
92633,4
92635,0
92638,8
92640,2
92641,4
92642,6
92643,0
92648,0
92649,6
92650,0
92651,0
92653,2
92656,10
92657,2
92658,3
92659,4
92660,0
92661,3
92662,2
92663,8
92664,0
92665,8
92666,8
92667,0
92668,3
92669,7
92671,0
92672,89
92678,2
92683,3
92685,0
92688,0
92692,2
92710,0
92719,1
92725,0
92726,3
92727,14
92730,19
92731,6
92732,1
92734,0
92740,10
92741,2
92742,4
92744,5
92745,2
92746,0
92749,1
92750,1
92755,14
92756,3
92762,10
92763,3
92764,0
92765,0
92766,2
92768,5
92769,0
92771,49
92772,1
92774,0
92777,2
92779,10
92787,14
92790,3
92796,0
92800,7
92803,1
92804,2
92811,20
92812,2
92813,3
92818,1
92819,9
92820,13
92821,1
92824,9
92830,18
92836,5
92840,1
92842,14
92845,3
92847,6
92849,4
92850,2
92851,4
92852,1
92853,3
92855,13
92857,2
92858,1
92859,2
92862,432
92863,1
92864,22
92866,26
92872,7
92873,37
92874,161
92876,4
92877,2
92878,8
92879,3
92880,1
92881,1
92882,12
92884,16
92886,7
92887,0
92888,8
92891,331
92892,11
92893,1
92894,1
92895,1
92898,11
92899,2
92900,20
92901,2
92902,5
92903,2
92904,11
92912,11
92916,14
92918,2
92919,4
92921,2
92922,5
92923,5
92925,6
92926,0
92930,24
92935,0
92936,-1
92937,1
92940,13
92943,8
92945,2
92948,9
92950,70
92953,2
92954,3
92955,3
92959,9
92962,5
92963,6
92968,7
92969,35
92971,3
92972,32
92973,16
92974,5
92975,1
92977,1
92979,2
92981,1
92983,5
92989,0
92993,1
92997,10
92999,1
93000,5
93001,0
93004,4
93005,10
93006,7
93007,1
93009,3
93010,2
93011,5
93012,3
93015,3
93022,-1
93025,-1
93027,0
93030,0
93034,16
93036,1
93037,1
93038,13
93039,1
93040,3
93041,1
93042,5
93043,13
93044,2
93045,10
93047,-4
93049,1
93050,4
93056,-1
93058,0
93062,1
93064,11
93066,8
93072,1
93073,7
93074,1
93075,5
93076,0
93077,0
93080,1
93091,16
93092,2
93093,6
93095,5
93096,8
93099,8
93105,2
93107,4
93110,1
93113,7
93116,2
93119,2
93121,10
93123,1
93124,39
93125,-4
93130,3
93132,2
93133,7
93137,51
93138,45
93139,1
93140,-1
93146,1
93147,1
93148,-1
93151,2
93159,1
93161,40
93163,1
93165,1
93166,19
93169,5
93171,0
93172,3
93173,1
93175,6
93176,0
93177,5
93178,0
93180,0
93182,0
93183,6
93185,0
93186,13
93195,4
93196,0
93201,17
93203,20
93204,32
93205,2
93206,3
93208,8
93211,0
93212,3
93214,5
93217,3
93218,1
93223,1
93225,0
93227,26
93228,0
93230,43
93231,0
93232,8
93234,1
93235,3
93237,1
93239,0
93240,1
93241,0
93242,23
93244,0
93245,15
93246,0
93247,4
93248,4
93249,34
93250,19
93253,2
93254,1
93255,4
93256,16
93257,49
93258,4
93259,8
93260,0
93262,5
93263,1
93265,28
93266,3
93268,1
93269,19
93272,20
93273,2
93275,1
93279,5
93284,0
93291,5
93293,1
93294,0
93295,2
93296,15
93297,6
93301,3
93302,24
93303,5
93304,2
93305,36
93306,6
93307,1
93308,9
93309,32
93311,6
93312,5
93313,7
93315,12
93319,1
93320,12
93322,11
93323,22
93324,0
93325,4
93330,19
93332,0
93334,0
93343,4
93344,1
93346,2
93347,2
93349,3
93350,6
93351,1
93352,3
93353,3
93354,1
93355,2
93356,3
93358,9
93360,2
93363,0
93364,2
93374,0
93381,1
93382,1
93383,8
93429,5
93432,1
93435,2
93437,11
93440,2
93442,1
93443,36
93444,1
93445,3
93446,9
93447,8
93448,0
93451,0
93453,3
93454,0
93455,3
93456,-1
93457,3
93459,2
93461,1
93463,2
93467,0
93469,-1
93475,0
93567,2
93587,-1
93592,0
93594,5
93595,1
93596,13
93597,2
93601,1
93602,12
93603,0
93604,0
93606,4
93607,1
93610,4
93611,9
93614,0
93616,6
93617,1
93619,7
93620,12
93621,12
93622,13
93623,1
93624,0
93625,3
93626,-1
93627,1
93628,4
93629,7
93630,3
93631,2
93632,1
93633,1
93634,0
93665,2
93666,13
93667,5
93668,6
93669,0
93670,14
93671,3
93672,22
93673,7
93674,-1
93675,4
93681,3
93682,10
93683,1
93684,6
93688,3
93689,11
93690,2
93691,1
93692,1
93694,5
93695,2
93696,2
93697,9
93698,1
93699,2
93700,2
93703,23
93709,0
93711,2
93712,9
93713,7
93714,13
93715,3
93716,-1
93717,2
93718,3
93719,3
93720,2
93721,4
93722,0
93723,-1
93726,21
93727,10
93728,0
93729,3
93730,4
93731,26
93732,7
93733,2
93734,8
93735,4
93736,3
93737,1
93742,3
93745,1
93746,0
93748,2
93750,0
93751,1
93752,1
93753,9
93756,2
93758,0
93762,2
93764,0
93766,1
93767,1
93770,5
93772,1
93773,3
93775,8
93778,2
93779,4
93780,2
93781,2
93782,4
93784,3
93787,7
93788,2
93790,2
93791,3
93792,1
93794,8
93801,8
93802,1
93803,2
93804,0
93806,16
93807,3
93811,10
93813,31
93814,13
93816,0
93817,0
93818,2
93819,2
93820,5
93824,1
93825,2
93826,20
93827,5
93828,7
93829,5
93830,67
93831,2
93832,5
93834,1
93836,2
93837,-1
93838,5
93839,1
93841,6
93843,-6
93844,2
93846,2
93847,-1
93852,57
93854,3
93855,4
93858,22
93861,1
93867,0
93872,39
93874,5
93876,1
93878,3
93879,4
93880,72
93881,6
93887,2
93889,1
93894,1
93897,3
93898,1
93899,1
93900,6
93901,0
93904,2
93906,0
93910,-1
93911,1
93919,0
93928,27
93931,1
93939,-3
93946,24
93956,2
93959,1
93967,6
93968,2
93969,-2
93972,7
93976,1
93977,2
93978,2
93980,0
93981,17
93982,2
93983,288
93984,56
93985,0
93986,3
93987,3
93988,9
93989,27
93990,0
93991,6
93993,12
93994,170
93995,4
93996,9
93997,4
94002,1
94007,63
94009,28
94010,1
94011,12
94012,40
94013,8
94014,17
94015,0
94016,0
94018,227
94019,5
94021,4
94022,0
94023,11
94024,6
94025,6
94027,3
94028,1
94029,0
94030,0
94031,4
94058,1
94061,95
94062,0
94065,-2
94066,0
94067,3
94068,2
94071,0
94072,0
94073,3
94074,1
94075,3
94078,7
94079,3
94080,0
94081,7
94084,1
94086,25
94090,1
94091,17
94093,0
94095,7
94098,7
94100,12
94101,2
94102,2
94103,7
94104,3
94105,1
94109,7
94110,0
94112,1
94115,0
94117,0
94118,3
94124,3
94125,1
94126,36
94127,3
94129,46
94130,8
94131,10
94135,3
94136,2
94138,0
94139,9
94141,0
94142,65
94143,2
94146,3
94151,2
94155,1
94156,3
94157,1
94159,2
94160,2
94161,0
94164,14
94166,0
94169,1
94171,6
94174,10
94177,0
94178,5
94181,7
94182,6
94184,8
94185,8
94187,0
94190,32
94191,-3
94193,2
94196,6
94198,1
94204,26
94205,1
94207,42
94209,27
94211,2
94212,1
94213,2
94214,2
94215,1
94219,0
94228,2
94235,1
94236,1
94237,4
94238,2
94239,2
94242,1
94244,0
94246,42
94247,29
94248,3
94249,3
94250,3
94251,5
94252,30
94253,8
94254,13
94255,0
94257,0
94261,1
94266,0
94267,0
94281,1
94282,0
94283,2
94285,2
94287,0
94295,12
94297,2
94298,3
94299,0
94300,0
94301,0
94302,5
94303,1
94304,10
94307,12
94308,1
94310,15
94311,1
94312,2
94314,10
94316,5
94318,3
94321,16
94322,2
94324,2
94325,4
94328,9
94329,15
94330,2
94332,13
94333,3
94334,1
94335,5
94336,8
94337,2
94338,0
94339,0
94340,37
94341,3
94343,2
94350,2
94351,4
94352,3
94355,4
94356,1
94359,3
94361,2
94362,3
94364,2
94365,2
94367,1
94368,2
94369,0
94371,0
94374,3
94375,13
94376,1
94377,1
94378,0
94379,2
94380,1
94382,0
94383,9
94384,0
94386,2
94388,0
94389,2
94390,4
94392,2
94394,0
94395,0
94396,2
94397,4
94401,1
94403,2
94404,1
94405,1
94406,1
94407,1
94410,3
94411,0
94413,2
94417,0
94418,1
94423,1
94425,7
94426,1
94427,6
94428,0
94429,45
94431,3
94432,7
94433,6
94435,1
94437,24
94438,5
94439,10
94440,84
94441,6
94442,4
94444,0
94447,0
94450,6
94452,0
94455,2
94456,4
94457,11
94459,8
94461,16
94466,2
94468,10
94472,3
94478,10
94481,1
94489,19
94491,2
94496,13
94499,0
94501,0
94504,1
94508,7
94510,1
94512,6
94517,5
94518,2
94520,2
94523,0
94525,10
94526,1
94528,1
94529,0
94531,1
94535,2
94536,2
94540,17
94541,10
94545,4
94547,0
94548,1
94551,16
94552,21
94553,7
94554,1
94555,1
94556,2
94557,2
94558,7
94560,1
94561,1
94562,1
94563,15
94564,0
94565,1
94566,11
94567,18
94568,1
94570,1
94573,4
94574,3
94577,2
94581,3
94583,5
94585,0
94586,3
94596,7
94597,1
94598,12
94599,2
94600,8
94601,0
94603,2
94609,1
94610,0
94611,1
94614,1
94615,2
94616,5
94619,5
94620,15
94623,0
94626,-1
94629,20
94631,1
94633,1
94634,1
94635,3
94637,-1
94638,2
94639,1
94640,6
94642,2
94644,2
94651,3
94652,16
94653,1
94656,-3
94658,2
94659,4
94661,0
94662,-4
94663,5
94666,1
94667,2
94669,4
94670,10
94674,0
94675,0
94677,6
94678,3
94679,4
94680,8
94683,1
94684,0
94687,1
94688,2
94689,0
94690,7
94694,1
94697,2
94698,3
94699,0
94700,1
94701,1
94702,1
94704,4
94705,2
94706,1
94707,4
94709,4
94710,6
94712,0
94713,3
94714,6
94715,2
94716,13
94718,14
94719,1
94721,2
94722,0
94726,33
94727,4
94728,1
94729,5
94730,1
94732,16
94733,4
94734,3
94735,114
94736,1
94737,6
94739,5
94740,6
94741,5
94742,12
94745,7
94746,0
94747,4
94748,2
94749,6
94753,1
94754,43
94755,0
94756,33
94758,7
94759,1
94761,2
94762,11
94763,0
94764,1
94765,0
94768,8
94769,1
94770,1
94772,13
94773,25
94774,13
94775,11
94778,3
94781,6
94783,1
94785,10
94789,6
94793,0
94795,1
94796,1
94799,1
94803,3
94806,1
94808,1
94809,4
94811,1
94814,1
94816,1
94822,3
94829,4
94830,0
94832,30
94833,1
94837,70
94840,11
94841,1
94843,2
94845,27
94849,4
94850,5
94851,15
94852,0
94871,0
94873,1
94874,2
94881,3
94885,0
94887,35
94890,111
94891,2
94892,2
94894,15
94895,3
94898,13
94902,10
94903,0
94904,8
94905,12
94908,0
94909,1
94910,0
94912,3
94913,2
94914,17
94915,2
94916,5
94917,-1
94918,1
94920,2
94922,3
94923,9
94924,3
94925,1
94926,9
94927,3
94928,2
94931,3
94932,1
