Id,Score
3480,2
3482,8
3487,1
3499,9
3503,1
3510,2
3511,3
3512,6
3517,2
3519,18
3521,21
3522,2
3525,6
3532,9
3545,3
3548,11
3558,70
3563,50
3564,23
3570,8
3572,11
3573,19
3574,18
3580,1
3587,4
3593,2
3602,9
3611,3
3613,8
3617,4
3619,8
3622,3
3624,12
3626,1
3627,5
3628,3
3633,6
3637,0
3641,5
3643,2
3645,13
3649,0
3650,30
3651,3
3658,0
3661,19
3664,3
3668,6
3675,45
3676,7
3678,1
3679,25
3680,5
3682,7
3686,1
3687,1
3706,2
3713,10
3715,-2
3721,3
3730,22
3747,18
3755,2
3757,1
3760,23
3761,3
3762,0
3763,14
3766,21
3767,1
3768,0
3770,37
3773,3
3779,0
3780,13
3781,4
3785,28
3787,8
3792,17
3802,4
3824,25
3831,2
3832,1
3837,2
3839,8
3841,1
3845,12
3846,16
3847,5
3851,57
3853,18
3854,75
3855,10
3859,5
3860,0
3862,18
3864,10
3865,4
3866,134
3867,21
3869,15
3872,18
3873,17
3879,10
3882,0
3884,8
3896,4
3899,2
3901,2
3913,0
3917,1
3918,16
3921,4
3922,5
3923,16
3924,45
3925,3
3926,2
3927,27
3928,12
3930,1
3931,6
3932,3
3935,4
3937,8
3939,11
3940,1
3944,1
3945,2
3946,3
3947,1
3948,0
3950,5
3956,15
3958,125
3960,1
3961,3
3962,2
3966,-2
3967,0
3968,2
3969,7
3971,5
3972,8
3973,2
3981,3
3989,5
3990,19
3995,8
3996,2
3999,21
4005,-2
4011,2
4012,2
4015,3
4026,0
4028,22
4033,1
4034,3
4035,7
4040,14
4045,4
4047,11
4048,11
4050,1
4052,0
4056,0
4065,8
4066,30
4068,0
4071,8
4073,3
4074,0
4075,37
4077,1
4079,1
4084,1
4087,1
4088,2
4092,3
4097,4
4098,0
4100,37
4101,3
4106,9
4107,17
4108,0
4109,2
4110,13
4112,0
4113,1
4117,2
4119,5
4120,24
4122,3
4124,4
4125,6
4126,2
4139,3
4141,0
4142,7
4143,3
4144,2
4145,6
4146,15
4147,1
4150,4
4153,1
4157,12
4162,4
4164,0
4165,0
4169,0
4173,1
4175,0
4180,18
4186,5
4187,7
4195,16
4197,0
4198,0
4200,23
4204,2
4205,15
4206,8
4207,0
4208,2
4209,2
4210,8
4211,10
4213,0
4214,1
4215,26
4216,1
4223,2
4226,14
4227,4
4231,2
4236,0
4237,1
4238,7
4239,1
4245,11
4250,16
4252,7
4253,10
4255,9
4256,21
4257,2
4259,2
4260,9
4261,4
4262,1
4267,9
4268,1
4269,1
4272,16
4273,4
4274,6
4276,12
4277,6
4280,13
4281,0
4288,4
4291,4
4294,2
4296,15
4298,2
4303,0
4304,15
4307,6
4308,4
4309,4
4311,1
4312,7
4313,7
4315,0
4317,4
4323,7
4325,15
4334,4
4336,18
4337,16
4339,90
4340,0
4349,1
4351,8
4353,0
4355,5
4358,0
4363,0
4364,29
4367,3
4368,1
4369,7
4371,30
4375,31
4378,2
4379,2
4383,0
4386,1
4390,0
4391,8
4392,1
4393,9
4394,2
4397,2
4398,5
4399,17
4401,11
4402,12
4406,3
4413,2
4418,6
4420,0
4421,0
4428,2
4435,2
4437,1
4439,6
4440,1
4442,1
4459,8
4475,13
4496,1
4507,12
4513,6
4522,10
4525,0
4526,20
4528,2
4531,11
4533,0
4535,3
4541,7
4544,2
4548,1
4559,6
4577,2
4580,0
4581,1
4596,16
4598,19
4600,6
4604,3
4611,2
4614,59
4615,2
4617,28
4618,1
4625,88
4631,25
4637,3
4639,12
4644,0
4645,16
4647,9
4652,5
4654,11
4656,1
4659,1
4662,1
4665,1
4670,1
4672,2
4674,3
4681,2
4682,14
4683,0
4685,0
4686,1
4690,2
4696,3
4700,53
4705,7
4713,17
4714,10
4718,4
4722,6
4723,11
4728,6
4729,1
4730,1
4732,2
4734,11
4739,3
4740,7
4745,1
4749,2
4752,11
4755,37
4764,1
4765,52
4766,19
4769,29
4772,2
4775,20
4776,4
4780,60
4781,11
4783,1
4801,0
4802,0
4808,77
4818,4
4825,9
4853,0
4857,2
4862,6
4871,2
4873,7
4875,6
4877,1
4879,5
4883,2
4885,0
4889,53
4892,111
4893,3
4895,10
4896,0
4898,4
4905,36
4907,76
4912,1
4918,1
4919,24
4923,10
4924,7
4927,-1
4928,10
4929,1
4939,1
4951,104
4955,10
4964,81
4973,7
4974,15
4979,3
4996,49
4999,3
5008,8
5012,6
5013,7
5015,8
5017,1
5018,2
5021,4
5026,6
5033,6
5034,6
5035,4
5054,4
5059,3
5061,12
5063,14
5064,11
5067,23
5074,4
5075,2
5076,15
5077,0
5082,7
5084,3
5087,2
5088,0
5091,3
5092,0
5108,2
5109,0
5119,8
5120,15
5125,2
5127,3
5128,13
5137,5
5139,1
5149,19
5155,8
5159,9
5162,0
5164,65
5174,1
5179,15
5199,5
5203,2
5204,4
5219,1
5225,29
5228,45
5229,5
5232,66
5234,9
5238,7
5239,28
5243,66
5247,1
5250,5
5255,1
5258,4
5260,7
5261,5
5262,6
5266,1
5280,3
5292,58
5294,3
5297,31
5303,8
5305,1
5310,18
5311,2
5314,6
5324,13
5331,32
5335,27
5341,4
5346,1
5355,4
5356,4
5361,6
5367,0
5372,31
5374,35
5375,8
5376,36
5377,4
5379,1
5381,1
5387,1
5389,0
5390,24
5391,4
5405,3
5408,4
5410,0
5411,1
5414,0
5415,11
5417,2
5418,15
5419,0
5420,1
5422,0
5423,4
5425,1
5427,49
5428,23
5429,61
5430,77
5431,2
5432,5
5433,0
5441,-1
5444,0
5445,0
5447,4
5452,17
5454,0
5456,0
5457,0
5458,11
5459,-2
5466,20
5469,20
5470,21
5471,25
5473,41
5474,-1
5478,1
5479,7
5480,1
5482,7
5483,3
5487,2
5488,0
5490,11
5491,7
5494,12
5495,1
5496,1
5498,2
5500,1
5501,-1
5502,14
5504,5
5510,4
5511,6
5512,0
5513,12
5515,1
5517,0
5518,0
5519,1
5520,0
5521,14
5522,6
5523,0
5526,8
5527,-1
5531,14
5533,-1
5534,13
5535,8
5536,8
5539,0
5540,19
5541,1
5543,1
5544,1
5546,56
5547,1
5548,-1
5550,1
5551,2
5552,4
5553,3
5554,-1
5558,9
5560,46
5561,40
5564,3
5568,0
5570,3
5572,1
5575,34
5576,88
5578,15
5584,0
5585,4
5586,1
5588,0
5591,19
5597,37
5599,9
5601,-2
5604,3
5606,4
5607,6
5612,26
5613,21
5614,22
5616,18
5619,15
5620,1
5622,7
5625,1
5627,1
5628,4
5633,14
5637,0
5639,6
5647,1
5663,3
5667,4
5669,10
5671,3
5672,22
5675,2
5676,2
5680,9
5681,0
5682,1
5692,11
5693,1
5696,30
5697,-1
5700,2
5701,0
5705,20
5707,1
5714,1
5716,1
5717,1
5723,0
5726,1
5727,9
5728,0
5729,1
5730,12
5732,9
5733,2
5734,4
5736,0
5740,2
5742,1
5743,8
5744,2
5745,1
5746,0
5747,1
5748,32
5749,37
5750,1
5753,27
5757,69
5759,2
5761,8
5762,1
5763,5
5764,1
5768,3
5769,0
5771,0
5772,8
5777,1
5781,0
5786,4
5790,17
5792,9
5797,9
5798,-1
5800,21
5806,-1
5808,13
5810,5
5816,6
5820,0
5836,8
5846,3
5849,7
5857,11
5866,4
5875,0
5898,21
5899,15
5902,3
5906,14
5908,4
5910,22
5912,5
5915,1
5916,46
5918,89
5919,0
5922,1
5927,4
5928,7
5931,11
5933,1
5936,2
5951,12
5958,0
5959,4
5963,88
5967,1
5971,19
5972,16
5975,2
5976,1
5977,1
5979,13
5980,1
5987,4
5991,2
5993,18
5995,4
5997,4
6000,0
6001,5
6002,1
6003,4
6004,2
6005,13
6006,1
6007,2
6008,11
6011,0
6012,1
6014,35
6016,6
6018,3
6019,51
6020,14
6022,2
6025,10
6026,2
6031,5
6033,2
6034,2
6037,1
6038,2
6041,7
6042,13
6043,5
6044,1
6045,24
6046,8
6048,12
6049,4
6052,2
6058,9
6059,4
6064,4
6065,4
6075,6
6079,52
6094,0
6095,1
6098,0
6105,2
6127,0
6133,5
6139,2
6141,2
6146,9
6152,1
6154,2
6155,1
6156,1
6166,31
6170,1
6174,0
6175,8
6176,6
6181,0
6182,16
6190,10
6195,1
6197,6
6199,2
6210,10
6230,36
6234,0
6244,0
6246,45
6255,43
6256,4
6259,3
6261,38
6263,11
6264,11
6266,0
6268,239
6269,8
6270,8
6272,92
6273,3
6276,5
6277,63
6278,3
6282,12
6283,5
6285,1
6288,5
6291,7
6296,3
6303,288
6305,5
6315,58
6316,0
6319,0
6320,0
6322,1
6323,7
6325,2
6326,2
6328,3
6330,7
6332,21
6337,5
6339,2
6366,0
6377,0
6378,4
6384,0
6388,18
6393,9
6394,11
6395,145
6399,1
6400,3
6402,55
6403,6
6404,46
6405,6
6406,4
6407,3
6408,33
6411,4
6414,47
6416,9
6417,12
6420,8
6421,19
6422,46
6423,12
6427,3
6437,-1
6438,1
6441,3
6442,5
6446,35
6450,3
6452,1
6459,-2
6464,1
6473,8
6476,12
6477,10
6479,1
6484,1
6485,0
6488,2
6490,6
6492,0
6495,3
6496,64
6497,3
6500,1
6501,3
6502,3
6504,6
6510,4
6520,2
6526,9
6536,2
6538,28
6543,20
6544,14
6548,4
6553,0
6561,2
6567,1
6570,1
6574,14
6576,1
6580,3
6586,6
6587,31
6589,31
6590,8
6591,24
6595,5
6598,0
6605,2
6607,4
6608,11
6609,5
6610,5
6612,2
6613,9
6614,5
6616,5
6617,2
6619,0
6620,0
6621,3
6622,2
6623,0
6624,8
6626,14
6630,4
6633,21
6635,2
6636,5
6643,0
6647,4
6654,5
6655,9
6659,4
6660,9
6661,3
6662,14
6665,5
6666,14
6668,0
6669,5
6672,3
6673,1
6677,11
6678,3
6680,2
6682,9
6683,2
6684,2
6686,10
6690,1
6692,3
6694,6
6696,0
6702,0
6710,4
6715,1
6716,1
6717,6
6719,0
6721,5
6722,2
6723,3
6730,12
6735,19
6737,3
6739,2
6740,0
6742,15
6747,1
6751,0
6759,2
6781,11
6801,4
6810,3
6815,16
6821,9
6827,10
6831,0
6832,21
6833,5
6834,18
6836,16
6837,3
6839,2
6840,16
6842,4
6843,0
6844,23
6848,6
6849,0
6853,3
6854,6
6858,0
6859,4
6861,1
6862,8
6863,0
6868,7
6871,3
6873,7
6874,6
6882,7
6884,16
6888,5
6894,9
6899,5
6901,4
6903,23
6904,3
6905,7
6907,4
6909,3
6914,1
6918,1
6926,4
6927,0
6929,12
6930,7
6932,11
6935,3
6937,4
6939,8
6944,5
6950,7
6962,3
6967,7
6974,34
6978,-2
6980,14
6986,1
6998,4
7000,12
7001,15
7002,2
7003,11
7004,5
7008,4
7018,5
7019,6
7020,19
7027,3
7031,9
7032,32
7037,2
7038,17
7041,7
7044,-2
7048,7
7049,27
7051,5
7055,24
7056,7
7057,4
7060,1
7061,25
7065,21
7066,9
7067,2
7068,2
7070,2
7071,0
7075,10
7078,1
7083,5
7087,39
7094,-3
7098,2
7102,5
7104,1
7114,9
7115,1
7118,2
7122,5
7126,35
7129,6
7130,5
7132,-1
7137,46
7144,1
7148,16
7152,0
7154,0
7155,-4
7157,17
7159,17
7160,4
7161,2
7164,5
7165,3
7166,1
7168,30
7181,14
7192,2
7195,5
7202,1
7209,0
7217,58
7229,41
7230,9
7231,2
7237,2
7238,-10
7239,0
7240,1
7242,57
7244,47
7245,16
7246,9
7247,0
7248,18
7253,0
7254,11
7256,14
7257,0
7258,5
7259,5
7262,3
7264,0
7267,0
7269,4
7271,28
7277,29
7285,181
7289,1
7293,67
7294,1
7296,2
7299,6
7300,2
7305,24
7306,59
7308,21
7309,2
7310,0
7311,3
7312,71
7320,0
7322,4
7324,2
7325,4
7326,1
7327,4
7328,0
7331,2
7334,1
7335,9
7342,5
7344,2
7346,7
7347,17
7349,5
7350,0
7352,17
7353,11
7354,1
7355,0
7360,1
7361,2
7364,11
7367,3
7368,2
7370,3
7373,4
7374,1
7378,6
7381,2
7384,26
7387,1
7389,9
7390,4
7391,1
7401,-2
7403,0
7416,0
7418,4
7422,0
7429,0
7436,9
7439,12
7444,3
7446,27
7450,7
7453,1
7454,0
7455,7
7456,21
7457,6
7458,2
7463,13
7464,3
7465,-1
7467,4
7469,3
7472,11
7473,29
7476,1
7479,0
7480,4
7481,6
7482,28
7483,13
7484,4
7487,23
7489,2
7490,2
7491,0
7496,81
7502,7
7505,7
7507,8
7508,10
7510,2
7511,8
7513,0
7514,4
7515,3
7524,1
7528,5
7529,10
7530,19
7531,3
7532,10
7533,7
7534,2
7536,11
7537,1
7538,1
7539,5
7541,0
7544,5
7545,6
7547,8
7549,27
7551,46
7552,32
7553,4
7554,7
7555,8
7556,-1
7557,6
7558,4
7559,19
7560,0
7561,15
7562,11
7563,18
7564,2
7565,23
7566,37
7567,67
7571,2
7572,2
7574,3
7578,1
7579,14
7580,7
7581,14
7583,10
7584,3
7585,31
7586,6
7588,9
7590,8
7593,3
7598,3
7599,2
7601,1
7606,1
7607,7
7618,47
7619,25
7627,33
7629,19
7631,3
7632,29
7633,6
7639,4
7645,0
7651,3
7659,0
7680,1
7684,13
7686,32
7692,7
7696,12
7705,22
7710,0
7717,3
7720,28
7723,0
7724,41
7726,3
7729,2
7730,2
7736,1
7738,3
7739,10
7740,13
7741,3
7743,0
7747,31
7758,31
7759,3
7761,46
7774,36
7777,4
7780,19
7789,1
7797,4
7802,4
7804,19
7819,11
7820,22
7823,275
7825,76
7826,6
7828,12
7829,167
7832,2
7833,0
7834,11
7835,14
7836,1
7837,0
7839,2
7841,1
7842,0
7847,17
7849,3
7851,0
7853,5
7855,1
7859,45
7861,85
7863,2
7865,12
7866,134
7868,11
7869,39
7870,5
7872,15
7873,1
7874,78
7875,119
7876,25
7877,65
7878,51
7879,9
7880,12
7881,1
7883,31
7884,31
7888,6
7889,28
7891,85
7893,2
7894,4
7896,7
7899,2
7902,10
7903,2
7904,1
7906,12
7910,2
7912,6
7915,25
7916,19
7917,2
7918,10
7919,4
7920,5
7921,3
7922,4
7925,2
7927,30
7928,30
7929,7
7930,6
7931,6
7932,9
7934,4
7935,9
7936,58
7940,2
7941,32
7949,2
7951,4
7955,0
7957,5
7960,5
7963,0
7965,4
7966,24
7972,29
7973,22
7974,7
7980,34
7981,14
7985,13
7986,1
7993,6
8004,1
8011,17
8013,7
8020,12
8027,11
8031,17
8034,13
8035,9
8039,19
8040,2
8042,8
8055,38
8056,9
8057,7
8058,8
8059,43
8060,13
8062,8
8063,17
8067,15
8068,8
8069,10
8072,5
8077,3
8079,8
8085,67
8088,2
8090,12
8091,0
8093,19
8094,12
8096,6
8098,9
8099,1
8100,16
8101,1
8102,2
8104,32
8105,7
8108,11
8110,106
8111,52
8114,6
8115,9
8119,9
8122,11
8123,14
8124,2
8129,6
8130,0
8131,5
8135,7
8136,1
8138,7
8145,25
8148,20
8149,9
8150,4
8152,4
8153,6
8155,37
8156,8
8157,9
8160,8
8163,1
8168,1
8173,1
8174,7
8176,2
8181,1
8183,4
8187,26
8193,25
8194,2
8196,15
8199,2
8200,18
8203,72
8206,2
8212,0
8217,1
8220,0
8225,1
8228,11
8230,3
8232,2
8236,2
8237,2
8240,-1
8244,31
8251,7
8254,14
8255,2
8257,6
8261,8
8263,3
8265,15
8266,35
8268,1
8271,1
8272,2
8276,4
8278,4
8279,0
8281,0
8282,23
8283,14
8287,4
8290,8
8291,15
8292,8
8296,0
8297,9
8300,5
8301,29
8303,0
8304,3
8305,10
8306,10
8307,25
8311,12
8314,1
8315,1
8320,14
8322,1
8326,35
8327,54
8328,3
8329,26
8332,2
8352,8
8353,1
8355,11
8356,1
8357,13
8358,0
8361,11
8363,29
8364,4
8365,15
8366,6
8370,11
8373,4
8374,2
8377,6
8379,3
8382,3
8385,8
8388,16
8391,6
8392,2
8393,6
8394,1
8395,2
8397,19
8399,1
8400,1
8402,23
8404,5
8406,1
8407,18
8408,1
8409,3
8410,8
8411,11
8412,10
8415,6
8416,6
8418,0
8421,1
8429,22
8431,18
8435,3
8437,2
8445,24
8447,4
8451,14
8452,16
8454,5
8457,3
8458,0
8460,5
8466,19
8471,1
8472,4
8480,4
8488,-1
8489,3
8491,0
8493,27
